task,cost
0,29.4
1,16.64
2,20.42
3,14.05
4,26.18
5,30.15
6,26.44
7,39.8
8,18.51
9,29.53
10,36.74
11,12.3
12,29.29
13,22.72
14,44.79
15,36.35
16,31.68
17,40.51
18,15.45
19,18.06
20,36.72
21,48.48
22,10.88
23,20.87
24,22.65
25,26.71
26,12.26
27,16.8
28,8.31
29,46.29
30,38.53
31,25.05
32,9.79
33,48.57
34,54.31
35,49.33
36,34.52
37,17.24
38,18.85
39,45.64
40,19.63
41,40.83
42,15.31
43,55.57
44,35.21
45,43.54
46,31.68
47,11.09
48,54.48
49,44.4
50,13.64
51,47.37
52,34.2
53,34.49
54,39.85
55,14.06
56,52.37
57,38.38
58,11.61
59,22.03
