task,cost
0,34.56
1,56.53
2,39.7
3,18.71
4,58.25
5,22.92
6,44.81
7,32.63
8,12.26
9,42.28
10,38.91
11,40.27
12,10.1
13,25.84
14,13.95
15,55.03
16,38.94
17,24.78
18,36.14
19,9.78
20,23.97
21,21.67
22,24.59
23,34.68
24,56.82
25,12.95
26,60.29
27,8.99
28,38.53
29,35.33
30,41.31
31,49.26
32,23.93
33,33.13
34,47.45
35,52.44
36,33.47
37,43.23
38,14.06
39,17.75
40,29.96
41,32.46
42,52.93
43,28.57
44,32.04
45,28.37
46,38.86
47,19.97
48,36.36
49,54.97
50,25.46
51,9.34
52,33.04
53,49.88
54,39.71
55,42.38
56,19.56
57,26.93
58,30.29
59,16.61
60,42.48
61,36.86
62,20.29
63,40.11
64,27.39
65,40.14
66,26.85
67,9.83
68,27.42
69,19.78
