task,cost
0,52.87
1,21.65
2,34.55
3,13.72
4,33.85
5,12.83
6,14.91
7,10.4
8,36.75
9,32.25
10,32.9
11,14.9
12,28.87
13,55.1
14,23.41
15,38.34
16,30.77
17,44.05
18,32.61
19,27.43
20,43.92
21,32.53
22,28.04
23,34.71
24,54.31
25,22.62
26,25.7
27,32.36
28,16.58
29,16.99
30,18.89
31,11.01
32,30.42
33,34.43
34,11.3
35,7.67
36,22.89
37,17.84
38,34.03
39,19.27
40,33.19
41,39.86
42,25.55
43,19.07
44,28.4
45,46.64
46,21.19
47,28.14
48,48.98
49,33.9
50,47.71
51,33.6
52,18.57
53,48.81
54,36.67
55,35.23
56,35.74
57,16.92
58,14.17
59,11.14
60,15.62
61,26.95
62,23.97
63,15.06
64,27.31
65,45.33
66,39.31
67,37.46
68,15.15
69,41.83
70,31.81
71,39.75
72,48.71
73,40.19
74,19.95
75,34.11
76,33.94
77,20.12
78,30.29
79,32.63
80,12.67
81,15.02
82,23.9
83,52.19
84,18.94
85,34.97
86,19.89
87,24.63
88,13.88
89,12.09
