src,dst,comm
0,35,10
0,7,7
0,16,9
1,13,8
2,22,10
3,14,2
3,22,6
3,10,7
4,14,7
4,17,6
4,32,3
5,10,3
6,8,2
7,30,8
8,23,7
9,37,4
9,22,8
10,19,4
10,26,6
10,37,1
11,25,10
12,15,6
12,39,7
12,33,8
13,34,8
13,25,7
13,36,3
14,23,2
14,36,9
14,39,7
15,29,9
15,17,7
15,28,3
16,35,6
17,26,3
18,35,5
19,38,9
19,20,7
20,37,4
20,22,7
20,38,6
20,24,8
21,29,3
21,22,7
21,31,2
22,32,2
23,37,3
24,30,3
24,31,10
24,34,4
25,33,9
25,31,2
25,35,2
26,38,3
27,33,7
28,36,8
28,31,9
28,39,1
29,33,2
29,36,7
30,37,7
31,39,10
32,34,3
32,39,6
33,39,3
34,35,5
34,37,5
34,36,6
35,39,5
35,38,6
35,36,5
35,37,7
36,39,9
36,38,6
37,39,6
37,38,10
38,39,6
