src,dst,comm
0,63,1
0,54,7
0,33,6
0,51,7
1,40,2
1,24,9
2,32,5
2,54,10
2,67,8
2,62,4
3,8,5
3,11,10
3,61,6
4,22,1
4,40,5
4,14,4
4,17,6
5,34,2
5,37,8
5,18,10
5,66,5
6,18,4
6,49,1
7,9,8
8,55,7
8,61,6
8,67,4
9,51,2
9,56,10
9,65,1
9,25,2
10,22,10
10,49,5
10,64,8
10,13,8
11,12,1
11,64,9
12,63,2
12,28,5
13,65,6
14,15,2
14,50,7
14,46,8
14,57,6
15,52,4
16,39,6
16,68,8
16,62,9
16,26,9
17,18,2
18,33,3
18,29,8
18,61,5
19,51,9
19,27,1
19,64,3
20,29,5
20,59,1
21,62,1
21,57,9
22,25,5
22,33,5
23,41,3
23,58,2
23,35,7
23,50,10
24,28,2
24,68,3
24,45,7
25,43,2
25,38,7
26,66,9
27,39,5
27,51,9
27,47,9
27,45,1
28,35,3
28,39,8
29,34,7
29,44,6
29,50,9
30,50,10
31,69,7
31,66,2
31,50,2
31,51,8
32,69,4
32,50,4
32,45,9
32,56,6
33,43,7
34,66,5
35,50,4
35,55,9
35,42,6
36,58,7
37,39,10
38,39,3
38,50,3
38,61,6
39,47,10
39,48,9
40,65,1
40,55,3
40,62,5
41,47,2
41,48,3
41,63,5
41,62,4
42,46,8
42,62,2
43,46,1
43,68,7
44,64,5
45,55,9
45,48,6
46,47,7
46,53,9
46,55,7
47,56,1
48,50,9
48,54,5
48,67,4
48,51,9
49,67,10
50,65,9
50,67,2
51,69,10
51,65,6
52,69,1
53,62,1
53,54,6
53,69,7
53,59,10
54,60,6
54,56,9
54,66,5
54,69,7
55,58,3
55,64,3
55,56,1
56,69,2
56,67,1
56,59,10
56,58,1
57,61,9
57,58,6
58,65,4
58,64,10
58,61,10
58,60,2
59,69,10
59,60,2
59,64,10
59,66,6
60,69,5
61,63,4
61,69,6
62,65,9
62,66,6
62,64,2
63,68,2
63,65,6
63,66,9
64,68,9
65,69,4
66,69,6
66,68,5
66,67,2
67,69,9
67,68,8
68,69,4
