task,cost
0,28.36
1,60.39
2,18.27
3,27.66
4,54.64
5,29.94
6,39.03
7,32.17
8,43.83
9,15.82
10,19.88
11,16.91
12,9.7
13,32.48
14,14.37
15,51.25
16,30.6
17,30.63
18,47.23
19,25.2
20,48.66
21,23.44
22,37.53
23,17.37
24,17.08
25,40.78
26,18.49
27,17.36
28,43.28
29,38.53
30,12.45
31,34.53
32,21.49
33,7.74
34,35.64
35,30.17
36,24.74
37,35.79
38,24.26
39,24.1
40,26.82
41,16.5
42,29.4
43,34.99
44,37.68
45,20.74
46,18.42
47,19.19
48,30.38
49,17.44
50,54.86
51,33.93
52,14.01
53,25.08
54,34.62
55,47.52
56,23.06
57,49.75
58,21.5
59,25.0
60,14.27
61,27.25
62,33.46
63,46.51
64,40.94
65,33.02
66,28.65
67,29.7
68,34.48
69,15.89
70,21.29
71,43.94
72,15.22
73,34.04
74,56.07
75,45.96
76,36.18
77,23.31
78,25.03
79,53.6
80,36.07
81,45.02
82,22.66
83,36.24
84,37.31
85,31.05
86,24.98
87,26.14
88,33.44
89,17.77
