task,cost
0,12.66
1,54.51
2,21.02
3,44.31
4,43.15
5,28.57
6,31.61
7,8.61
8,30.44
9,11.07
10,35.57
11,55.77
12,12.73
13,38.82
14,22.51
15,29.94
16,23.05
17,26.16
18,36.1
19,44.16
20,36.71
21,21.24
22,19.36
23,25.58
24,9.82
25,27.78
26,34.25
27,12.68
28,34.32
29,7.61
30,58.64
31,27.05
32,25.84
33,32.74
34,21.79
35,60.61
36,16.76
37,42.28
38,45.05
39,21.27
40,24.96
41,32.48
42,22.36
43,43.36
44,36.85
45,26.35
46,33.46
47,35.54
48,30.66
49,34.96
50,19.89
51,38.21
52,13.21
53,19.91
54,10.4
55,25.95
56,28.81
57,21.86
58,16.87
59,27.68
