src,dst,comm
0,41,7
0,3,7
0,58,2
1,13,6
1,49,4
1,58,3
2,14,8
3,41,2
4,57,7
5,26,7
5,27,3
5,56,5
6,46,7
6,47,4
7,56,1
7,38,8
7,43,9
8,23,4
8,48,3
8,39,4
8,30,5
9,20,9
9,56,3
10,37,6
10,28,6
11,58,6
11,25,4
11,30,1
12,51,3
12,27,1
12,36,9
12,41,2
13,52,10
13,42,6
14,50,1
14,22,9
14,39,10
14,48,8
15,45,10
16,54,10
16,51,4
16,57,2
16,34,4
17,45,4
17,47,3
17,46,3
17,58,1
18,29,4
18,28,1
18,23,9
18,52,10
19,41,9
19,52,7
19,32,7
20,58,10
21,43,9
21,46,10
21,25,1
22,55,6
22,57,6
22,31,5
23,53,9
24,27,9
24,31,9
24,29,10
25,38,10
25,52,3
25,28,9
26,50,5
27,53,1
27,30,5
28,45,4
28,47,9
28,41,7
29,37,8
30,49,5
31,53,9
31,33,5
32,57,5
33,44,7
33,48,9
33,55,5
34,58,4
34,49,4
34,38,10
35,44,9
36,45,9
36,59,4
37,40,10
37,52,9
37,38,9
38,57,6
38,58,7
39,46,4
39,51,1
39,55,9
39,42,2
40,50,3
40,55,5
41,42,6
41,45,10
42,54,6
42,56,7
42,59,5
42,46,9
43,49,4
43,44,2
43,58,6
43,46,8
44,48,6
45,50,9
46,48,1
47,56,10
47,51,10
47,48,2
48,55,6
48,56,10
48,49,10
49,57,6
49,52,2
49,56,1
49,54,3
50,53,4
51,57,6
52,57,1
52,55,1
52,59,2
53,54,9
53,56,7
53,58,2
53,55,6
54,57,3
54,58,8
54,55,7
54,56,4
55,59,7
56,58,1
56,59,1
56,57,9
57,58,5
57,59,9
58,59,5
