task,cost
0,15.74
1,33.49
2,37.84
3,33.57
4,57.36
5,11.35
6,16.76
7,19.44
8,44.9
9,39.45
10,51.26
11,24.31
12,15.66
13,21.31
14,44.59
15,13.44
16,12.49
17,25.48
18,50.09
19,11.84
20,26.41
21,20.96
22,29.86
23,23.78
24,34.01
25,13.14
26,25.85
27,48.04
28,24.47
29,33.15
30,47.11
31,28.38
32,11.4
33,25.63
34,43.93
35,27.52
36,23.66
37,50.68
38,26.48
39,20.21
40,24.21
41,37.47
42,11.48
43,16.65
44,22.39
45,16.1
46,13.03
47,12.84
48,8.89
49,23.06
50,40.25
51,34.51
52,10.53
53,31.24
54,16.94
55,16.24
56,13.08
57,31.69
58,13.99
59,39.71
60,11.44
61,44.23
62,18.53
63,40.07
64,14.43
65,57.87
66,17.75
67,16.23
68,24.78
69,29.73
