task,cost
0,51.32
1,23.39
2,27.37
3,35.7
4,40.31
5,30.84
6,33.26
7,40.0
8,12.1
9,24.53
10,15.96
11,13.77
12,50.15
13,10.95
14,27.21
15,34.48
16,39.4
17,43.38
18,17.34
19,39.2
20,9.56
21,34.63
22,43.98
23,36.22
24,31.56
25,32.37
26,41.77
27,43.12
28,11.39
29,18.31
30,35.22
31,44.59
32,43.58
33,30.44
34,48.49
35,12.52
36,20.65
37,16.7
38,41.74
39,10.63
40,19.04
41,36.66
42,36.43
43,52.64
44,31.45
45,19.38
46,38.05
47,41.61
48,37.58
49,42.54
50,24.72
51,31.94
52,59.68
53,18.93
54,44.04
55,38.44
56,14.16
57,36.2
58,46.95
59,35.41
