task,cost
0,34.83
1,16.55
2,39.63
3,26.72
4,31.99
5,18.41
6,13.91
7,34.41
8,30.1
9,28.34
10,33.4
11,17.61
12,19.51
13,34.49
14,46.13
15,37.89
16,20.97
17,40.64
18,46.17
19,56.76
20,20.27
21,29.37
22,31.09
23,47.1
24,46.32
25,38.41
26,42.0
27,26.57
28,16.24
29,43.78
30,37.9
31,22.24
32,36.12
33,20.81
34,19.2
35,9.12
36,39.88
37,28.62
38,29.82
39,24.25
40,38.46
41,38.48
42,34.48
43,13.51
44,19.65
45,18.71
46,23.07
47,16.19
48,34.19
49,19.81
50,26.2
51,9.93
52,28.14
53,18.12
54,31.51
55,49.51
56,24.57
57,10.58
58,17.32
59,16.91
60,33.59
61,9.04
62,30.76
63,27.87
64,47.9
65,27.31
66,36.05
67,28.05
68,45.89
69,27.48
70,21.72
71,24.39
72,55.68
73,21.15
74,13.92
75,32.13
76,38.55
77,28.82
78,25.38
79,36.34
80,30.86
81,35.2
82,35.39
83,53.89
84,39.65
85,15.01
86,56.0
87,56.63
88,20.56
89,33.43
