task,cost
0,55.43
1,30.87
2,39.54
3,46.36
4,15.43
5,54.46
6,16.93
7,10.92
8,37.7
9,32.04
10,24.21
11,23.33
12,21.72
13,47.28
14,27.74
15,45.15
16,36.76
17,13.44
18,25.66
19,24.28
20,10.92
21,49.5
22,41.72
23,14.75
24,13.81
25,25.2
26,37.27
27,8.6
28,17.4
29,40.09
30,8.41
31,52.57
32,42.43
33,29.57
34,9.97
35,25.9
36,18.09
37,29.79
38,9.14
39,55.67
40,9.79
41,23.05
42,42.59
43,42.13
44,39.53
45,8.93
46,26.2
47,19.71
48,29.46
49,49.99
50,39.23
51,38.4
52,33.96
53,16.9
54,13.65
55,18.34
56,37.15
57,14.01
58,40.57
59,23.51
60,39.82
61,50.12
62,19.23
63,20.86
64,26.46
65,46.78
66,32.1
67,52.24
68,8.76
69,10.39
70,23.33
71,45.96
72,25.87
73,28.23
74,37.09
75,34.65
76,35.33
77,26.99
78,21.91
79,39.0
