task,cost
0,12.5
1,20.8
2,40.21
3,22.16
4,36.96
5,57.32
6,45.47
7,44.22
8,32.49
9,14.5
10,10.64
11,24.48
12,9.59
13,15.68
14,16.34
15,23.99
16,17.72
17,37.04
18,29.93
19,34.26
20,51.25
21,19.23
22,12.82
23,16.89
24,41.66
25,28.62
26,16.13
27,9.03
28,21.14
29,18.52
30,28.45
31,12.65
32,45.42
33,45.16
34,34.49
35,33.79
36,23.68
37,25.86
38,22.64
39,32.35
40,44.64
41,25.78
42,52.8
43,14.36
44,21.01
45,26.57
46,22.42
47,46.52
48,17.88
49,17.01
50,50.89
51,17.46
52,19.78
53,11.3
54,11.33
55,25.05
56,52.24
57,24.65
58,19.82
59,43.94
