task,cost
0,21.67
1,39.4
2,10.25
3,19.57
4,43.48
5,27.62
6,21.81
7,8.57
8,30.34
9,28.48
10,34.26
11,24.64
12,24.81
13,35.19
14,46.45
15,15.72
16,18.22
17,56.88
18,44.77
19,18.38
20,36.11
21,18.16
22,13.01
23,18.73
24,25.79
25,35.42
26,11.71
27,28.33
28,53.44
29,46.92
30,46.72
31,48.96
32,16.8
33,17.74
34,31.52
35,40.05
36,34.55
37,33.11
38,44.57
39,25.59
40,26.31
41,9.3
42,47.19
43,9.77
44,46.89
45,9.97
46,11.05
47,45.76
48,47.66
49,55.38
50,42.11
51,27.93
52,50.19
53,28.35
54,41.57
55,45.26
56,18.4
57,49.11
58,22.23
59,29.71
60,12.4
61,32.8
62,21.95
63,23.22
64,24.43
65,31.61
66,38.79
67,27.39
68,28.03
69,29.65
