task,cost
0,50.5
1,27.97
2,23.73
3,21.23
4,16.53
5,24.34
6,13.19
7,28.45
8,25.98
9,20.5
10,32.83
11,42.14
12,14.52
13,18.58
14,31.56
15,41.41
16,42.53
17,35.8
18,49.85
19,33.05
20,25.06
21,42.54
22,14.73
23,24.82
24,41.95
25,28.51
26,42.91
27,30.85
28,22.71
29,23.5
30,49.92
31,49.95
32,12.28
33,13.13
34,34.76
35,34.56
36,35.3
37,22.77
38,32.69
39,47.16
40,34.08
41,8.69
42,11.9
43,41.31
44,41.17
45,22.44
46,38.55
47,31.05
48,36.06
49,47.15
50,16.75
51,14.25
52,32.24
53,26.79
54,27.81
55,18.12
56,17.9
57,22.8
58,36.24
59,12.91
60,51.0
61,44.94
62,31.55
63,30.17
64,16.76
65,45.25
66,25.93
67,23.23
68,21.85
69,7.62
70,53.84
71,34.96
72,30.63
73,50.14
74,42.27
75,24.82
76,9.23
77,28.09
78,24.03
79,12.63
80,21.89
81,15.54
82,11.23
83,12.33
84,17.21
85,56.04
86,44.33
87,31.73
88,36.96
89,14.48
90,37.53
91,26.27
92,39.72
93,20.06
94,14.88
95,37.95
96,28.4
97,32.82
98,39.24
99,41.37
