task,cost
0,26.66
1,31.2
2,36.11
3,41.61
4,41.22
5,46.59
6,41.57
7,35.66
8,41.13
9,12.58
10,49.58
11,53.27
12,38.4
13,17.73
14,11.49
15,12.78
16,31.15
17,21.42
18,12.47
19,22.81
20,54.03
21,50.76
22,37.5
23,19.97
24,22.05
25,51.2
26,34.2
27,55.76
28,30.16
29,43.06
30,31.77
31,48.8
32,31.17
33,42.64
34,36.49
35,29.43
36,42.69
37,34.98
38,36.87
39,50.67
40,38.26
41,55.95
42,23.57
43,40.03
44,39.22
45,50.1
46,26.45
47,42.26
48,18.91
49,30.6
50,30.83
51,27.37
52,28.32
53,20.53
54,42.89
55,50.72
56,26.37
57,23.63
58,48.25
59,17.85
60,36.3
61,18.11
62,16.17
63,22.16
64,30.08
65,22.04
66,59.24
67,38.91
68,32.4
69,38.75
70,10.16
71,34.24
72,13.02
73,46.17
74,37.87
75,37.88
76,13.64
77,11.72
78,35.97
79,29.12
80,23.65
81,26.32
82,33.42
83,50.38
84,18.11
85,27.83
86,11.64
87,16.31
88,14.2
89,41.04
90,41.31
91,19.34
92,35.47
93,27.36
94,14.95
95,39.46
96,15.15
97,28.26
98,44.93
99,13.94
