task,cost
0,23.43
1,30.5
2,36.07
3,48.2
4,11.82
5,20.88
6,49.68
7,8.56
8,30.14
9,17.52
10,39.38
11,12.82
12,34.23
13,26.9
14,13.3
15,47.79
16,26.91
17,14.08
18,16.11
19,32.12
20,45.51
21,28.24
22,33.38
23,21.48
24,48.32
25,46.47
26,23.46
27,39.89
28,13.81
29,15.01
30,18.42
31,57.61
32,10.33
33,38.48
34,21.2
35,34.89
36,54.57
37,46.61
38,27.03
39,17.79
40,12.85
41,28.39
42,23.61
43,13.05
44,34.63
45,33.73
46,11.55
47,34.86
48,35.48
49,18.72
50,51.28
51,46.92
52,26.71
53,9.2
54,28.93
55,23.09
56,14.36
57,35.09
58,18.69
59,17.56
60,29.91
61,29.75
62,54.04
63,20.14
64,20.89
65,36.09
66,42.48
67,40.52
68,12.91
69,11.48
70,41.95
71,41.63
72,42.05
73,51.33
74,10.59
75,29.96
76,34.09
77,21.9
78,55.0
79,37.75
