task,cost
0,56.19
1,52.79
2,24.94
3,16.91
4,20.41
5,18.37
6,42.3
7,21.28
8,45.81
9,18.1
10,35.75
11,29.62
12,53.05
13,22.58
14,38.72
15,55.81
16,35.2
17,42.04
18,23.16
19,21.21
20,35.67
21,24.78
22,11.85
23,37.88
24,22.26
25,34.89
26,15.75
27,41.29
28,51.46
29,35.09
30,42.92
31,25.15
32,25.28
33,31.31
34,23.31
35,25.81
36,43.41
37,30.48
38,53.74
39,31.64
40,24.76
41,11.54
42,16.17
43,47.77
44,20.22
45,42.95
46,8.49
47,47.01
48,13.37
49,46.84
50,46.67
51,35.1
52,31.4
53,36.88
54,13.63
55,12.67
56,23.31
57,38.38
58,53.53
59,41.53
