src,dst,comm
0,56,8
0,1,5
1,3,4
1,31,1
2,20,8
3,30,8
3,58,3
4,50,7
4,35,6
4,26,4
5,25,5
6,36,3
7,58,3
7,54,1
7,38,10
8,21,1
8,14,1
9,58,4
10,55,2
10,52,9
11,42,8
11,30,8
12,31,7
12,33,9
13,46,10
13,56,9
13,30,3
13,54,6
14,24,5
14,38,3
15,53,10
15,59,4
16,28,9
16,45,2
16,17,5
17,46,8
17,57,9
17,32,1
17,37,9
18,27,1
19,35,5
20,32,8
21,54,2
21,22,5
21,53,9
22,44,7
23,25,7
23,34,7
23,28,8
23,24,3
24,32,5
24,44,5
24,41,9
24,26,8
25,45,2
25,42,1
25,26,6
26,59,10
26,31,5
26,28,5
26,51,5
27,46,6
27,45,10
27,41,8
27,31,10
28,53,8
28,55,5
28,47,1
28,43,4
29,54,9
29,53,7
30,44,5
30,51,5
30,56,6
31,43,3
31,59,2
31,40,6
31,36,10
32,50,10
32,37,5
32,58,2
32,55,8
33,48,6
33,54,10
34,36,10
35,59,5
35,45,1
35,36,7
35,46,9
36,55,9
36,51,4
36,59,5
36,53,10
37,41,1
38,48,2
39,44,5
39,45,9
39,51,2
39,50,8
40,57,8
40,56,6
40,50,7
41,53,5
41,52,1
41,56,8
42,45,10
42,47,9
43,56,10
44,57,8
44,46,3
44,54,9
44,52,10
45,46,10
46,47,10
46,48,2
47,53,6
47,54,7
47,52,6
48,58,9
48,57,2
49,53,1
49,59,10
50,53,4
50,58,1
50,55,1
50,51,6
51,56,8
52,56,6
53,56,7
53,54,6
53,55,1
54,58,3
54,57,9
54,55,4
55,58,3
55,57,9
56,58,6
56,59,9
57,58,3
57,59,6
58,59,1
