task,cost
0,51.8
1,36.21
2,12.11
3,38.28
4,38.22
5,40.43
6,21.05
7,38.1
8,18.94
9,34.24
10,41.53
11,44.4
12,37.71
13,23.69
14,26.59
15,30.77
16,17.94
17,54.88
18,11.64
19,15.39
20,9.47
21,21.76
22,36.1
23,46.12
24,40.88
25,20.47
26,18.79
27,38.32
28,48.54
29,31.52
30,29.05
31,15.76
32,27.57
33,40.41
34,41.25
35,30.22
36,35.02
37,41.98
38,37.71
39,25.99
40,37.21
41,11.8
42,26.54
43,46.85
44,26.19
45,15.79
46,40.63
47,36.21
48,46.79
49,11.97
50,13.14
51,31.59
52,18.75
53,37.44
54,43.11
55,37.08
56,31.32
57,29.93
58,16.34
59,53.41
60,45.04
61,44.61
62,22.44
63,17.27
64,46.31
65,39.74
66,22.79
67,11.74
68,54.03
69,27.67
70,12.39
71,36.0
72,26.93
73,38.41
74,18.03
75,25.75
76,45.96
77,50.26
78,14.34
79,17.23
80,42.17
81,29.49
82,33.51
83,41.13
84,8.85
85,37.42
86,18.02
87,44.64
88,35.38
89,11.93
