task,cost
0,8.47
1,12.57
2,19.44
3,22.4
4,42.99
5,34.59
6,12.31
7,31.2
8,27.34
9,30.09
10,43.68
11,35.03
12,41.24
13,44.96
14,30.22
15,37.25
16,20.45
17,36.28
18,7.6
19,15.14
20,14.16
21,29.12
22,34.67
23,29.92
24,43.08
25,50.29
26,9.89
27,13.95
28,37.81
29,52.61
30,55.7
31,39.2
32,57.7
33,25.54
34,37.13
35,38.25
36,28.81
37,42.8
38,11.29
39,39.52
40,13.43
41,24.19
42,43.33
43,12.36
44,26.45
45,41.78
46,39.27
47,55.87
48,49.11
49,39.96
50,14.59
51,23.07
52,58.61
53,45.52
54,37.85
55,30.0
56,28.4
57,29.99
58,44.32
59,15.8
60,33.12
61,45.5
62,45.48
63,36.78
64,30.02
65,45.79
66,25.59
67,34.13
68,49.72
69,30.16
70,20.91
71,35.94
72,8.86
73,26.45
74,51.18
75,23.13
76,50.9
77,15.23
78,24.82
79,46.38
80,31.22
81,13.55
82,37.05
83,26.88
84,23.8
85,43.77
86,19.99
87,27.16
88,30.19
89,20.91
90,34.57
91,50.86
92,34.62
93,21.7
94,31.96
95,38.37
96,58.9
97,17.89
98,60.42
99,13.51
