task,cost
0,34.03
1,28.3
2,20.88
3,33.38
4,24.89
5,42.76
6,14.72
7,20.19
8,37.94
9,22.4
10,16.81
11,48.65
12,26.22
13,16.66
14,29.44
15,31.14
16,11.19
17,10.5
18,44.14
19,41.67
20,41.61
21,46.97
22,40.39
23,40.91
24,43.28
25,46.04
26,11.47
27,40.15
28,37.68
29,29.9
30,42.7
31,45.68
32,11.84
33,41.39
34,15.14
35,44.69
36,52.86
37,51.47
38,39.58
39,15.93
40,25.04
41,55.98
42,27.14
43,12.58
44,30.35
45,9.59
46,14.48
47,18.09
48,31.13
49,37.85
50,50.66
51,38.21
52,52.09
53,47.28
54,25.3
55,19.86
56,17.0
57,31.95
58,29.32
59,40.83
60,8.08
61,46.74
62,35.86
63,7.96
64,31.93
65,44.06
66,23.71
67,28.06
68,25.66
69,10.38
