task,cost
0,25.42
1,22.82
2,30.51
3,21.4
4,38.94
5,13.39
6,25.41
7,12.77
8,37.52
9,56.34
10,44.43
11,47.7
12,36.71
13,50.55
14,42.45
15,47.33
16,45.33
17,33.32
18,30.56
19,23.54
20,43.1
21,10.11
22,22.3
23,44.52
24,35.18
25,16.01
26,29.82
27,33.6
28,37.47
29,12.94
30,42.91
31,10.17
32,48.63
33,14.61
34,30.29
35,14.13
36,35.16
37,18.57
38,23.22
39,14.06
40,56.82
41,56.17
42,34.4
43,25.45
44,25.1
45,21.6
46,43.7
47,37.08
48,38.17
49,54.8
50,26.44
51,8.54
52,21.78
53,31.79
54,27.91
55,33.92
56,41.46
57,11.54
58,33.7
59,30.9
60,35.73
61,14.2
62,32.63
63,48.72
64,18.37
65,23.97
66,40.81
67,22.24
68,22.13
69,35.04
