task,cost
0,35.75
1,12.33
2,27.04
3,35.71
4,33.58
5,46.45
6,11.89
7,39.19
8,16.02
9,9.94
10,34.59
11,26.82
12,56.16
13,30.73
14,19.71
15,16.12
16,14.23
17,37.35
18,26.7
19,46.96
20,27.52
21,37.62
22,48.7
23,46.71
24,54.71
25,25.11
26,19.03
27,37.01
28,27.83
29,17.64
30,25.1
31,29.6
32,22.02
33,38.05
34,32.93
35,32.86
36,28.14
37,24.72
38,15.08
39,25.5
40,32.04
41,52.35
42,53.51
43,35.47
44,28.96
45,15.63
46,37.14
47,19.72
48,32.52
49,12.9
50,45.15
51,34.18
52,10.33
53,54.19
54,29.34
55,26.95
56,35.36
57,27.95
58,9.84
59,20.52
60,26.89
61,10.58
62,19.6
63,36.86
64,18.37
65,21.44
66,27.64
67,30.61
68,24.05
69,8.98
