src,dst,comm
0,52,3
1,30,3
2,3,8
3,18,4
3,47,6
4,48,5
4,45,2
5,12,3
5,22,2
5,30,6
6,33,8
6,25,7
6,29,3
6,31,1
7,41,3
8,55,3
8,58,1
9,44,9
10,55,10
11,35,6
11,52,5
12,44,1
12,54,1
12,23,5
12,30,6
13,47,9
14,44,5
15,34,5
15,33,7
15,44,1
15,18,4
16,36,10
17,39,4
18,40,9
18,45,3
18,52,6
19,44,8
19,30,10
20,29,8
20,26,10
20,30,6
20,56,1
21,29,4
21,44,4
21,31,8
22,35,6
23,39,6
23,25,3
23,53,3
24,46,8
24,28,7
25,56,8
26,34,9
27,40,6
28,31,7
28,37,10
28,48,1
28,42,8
29,36,5
29,55,3
29,53,1
29,39,4
30,50,5
30,41,4
30,59,3
31,49,8
31,40,10
31,32,5
32,53,10
32,55,3
32,54,4
32,33,8
33,39,8
33,40,8
33,55,7
33,54,4
34,36,5
34,42,7
35,56,9
35,43,8
35,40,6
36,48,3
36,49,4
36,55,7
36,45,6
37,48,3
37,43,9
37,56,6
38,48,8
38,43,7
39,54,10
39,40,5
39,53,4
40,50,5
40,54,7
40,45,9
40,57,2
41,59,9
41,45,3
41,50,6
41,54,7
42,46,2
42,56,2
43,51,9
44,53,3
44,51,8
45,48,5
45,56,10
46,57,4
47,52,6
47,56,5
48,53,1
48,58,4
49,58,4
50,58,4
50,57,3
50,51,1
50,55,9
51,54,10
51,52,7
52,57,10
52,58,7
52,56,6
53,56,1
53,58,2
53,55,5
54,56,6
54,55,2
55,56,9
55,59,6
55,58,8
56,57,4
56,59,4
56,58,4
57,59,8
57,58,2
58,59,5
