task,cost
0,10.71
1,35.59
2,44.8
3,27.59
4,48.03
5,17.29
6,22.74
7,60.75
8,45.85
9,30.94
10,14.58
11,25.1
12,28.05
13,19.7
14,38.47
15,12.03
16,34.19
17,24.32
18,37.88
19,46.37
20,40.99
21,44.08
22,23.79
23,46.43
24,41.11
25,49.14
26,38.66
27,17.5
28,45.08
29,18.14
30,26.8
31,37.45
32,46.7
33,8.62
34,18.34
35,55.92
36,40.73
37,25.77
38,31.07
39,32.93
40,16.46
41,14.53
42,33.14
43,33.98
44,27.06
45,32.9
46,33.41
47,11.34
48,38.08
49,25.46
50,18.29
51,13.21
52,11.22
53,50.25
54,40.24
55,38.17
56,46.81
57,32.56
58,20.96
59,34.81
60,37.75
61,20.93
62,46.78
63,48.91
64,31.06
65,39.66
66,14.86
67,27.66
68,12.16
69,22.23
70,16.19
71,14.4
72,35.16
73,42.23
74,37.5
75,26.08
76,35.55
77,20.98
78,24.25
79,18.15
80,36.76
81,35.87
82,24.39
83,19.66
84,27.51
85,57.45
86,18.45
87,27.46
88,41.92
89,32.98
