task,cost
0,31.81
1,42.35
2,31.41
3,38.64
4,44.88
5,19.4
6,22.02
7,17.53
8,28.52
9,27.15
10,53.38
11,14.08
12,39.79
13,15.18
14,29.58
15,16.87
16,40.8
17,37.11
18,31.33
19,23.65
20,20.2
21,22.63
22,36.53
23,16.11
24,31.69
25,51.86
26,14.39
27,50.73
28,22.54
29,46.76
30,24.88
31,19.76
32,11.54
33,29.31
34,20.7
35,55.78
36,21.53
37,31.18
38,22.24
39,21.86
40,45.78
41,16.95
42,26.37
43,37.64
44,31.62
45,27.22
46,12.43
47,39.08
48,26.44
49,17.11
50,49.11
51,37.29
52,14.55
53,47.36
54,35.14
55,41.29
56,9.4
57,12.99
58,28.01
59,54.18
60,57.26
61,38.41
62,54.9
63,21.96
64,43.78
65,25.63
66,57.75
67,55.65
68,12.86
69,19.48
70,26.32
71,58.06
72,48.76
73,17.17
74,29.91
75,35.08
76,41.51
77,40.58
78,23.52
79,20.85
80,26.28
81,14.57
82,57.03
83,40.36
84,9.95
85,33.0
86,25.84
87,47.94
88,28.65
89,16.02
