src,dst,comm
0,33,6
0,21,8
1,23,7
1,5,2
1,9,5
2,7,7
2,37,3
2,24,5
2,20,8
3,7,1
3,9,3
3,32,6
4,14,10
4,21,1
4,17,3
4,19,8
5,24,3
5,27,3
5,17,7
5,31,4
6,27,10
6,13,4
7,14,8
7,10,5
7,13,2
7,16,1
8,11,10
8,22,10
8,20,6
8,29,2
9,36,8
9,18,3
10,38,8
10,28,6
10,16,8
10,24,10
11,16,7
11,17,2
11,28,4
11,23,2
12,33,4
12,23,9
12,26,4
13,39,10
13,36,4
13,16,8
13,14,5
14,26,2
14,20,5
14,28,10
14,30,1
15,30,6
15,26,8
15,16,7
15,19,6
16,20,2
16,21,7
16,34,10
16,24,7
17,30,8
17,32,8
17,29,3
18,26,5
18,36,9
19,21,9
19,31,5
20,31,8
21,29,6
21,26,5
21,24,4
22,30,3
23,32,6
23,35,9
24,36,1
25,34,4
26,32,4
26,34,10
26,39,10
27,36,6
27,35,4
27,29,6
28,33,1
28,36,1
29,39,4
30,37,9
30,39,6
30,36,9
30,33,1
31,35,3
31,39,6
31,36,6
32,39,7
32,34,6
32,33,3
32,36,9
33,34,3
33,36,8
33,35,3
34,36,1
34,35,8
34,38,8
34,39,6
35,38,2
35,36,6
36,39,10
36,37,2
36,38,10
37,38,7
37,39,5
38,39,5
