task,cost
0,38.1
1,17.38
2,34.81
3,36.45
4,35.54
5,32.9
6,10.02
7,30.58
8,40.04
9,25.02
10,31.93
11,27.77
12,44.51
13,13.08
14,8.8
15,21.8
16,24.49
17,45.89
18,41.03
19,29.39
20,17.15
21,42.11
22,37.98
23,42.5
24,29.05
25,15.49
26,32.27
27,35.59
28,9.76
29,20.27
30,42.39
31,42.47
32,50.56
33,14.42
34,22.24
35,18.88
36,62.1
37,20.33
38,34.55
39,12.07
40,53.54
41,32.39
42,28.72
43,49.82
44,42.34
45,37.14
46,14.25
47,19.2
48,13.71
49,8.09
50,23.58
51,21.35
52,43.18
53,42.99
54,43.27
55,46.28
56,43.04
57,17.27
58,48.55
59,50.47
