task,cost
0,34.46
1,20.52
2,44.01
3,18.25
4,14.39
5,38.64
6,34.52
7,30.16
8,15.94
9,15.78
10,12.47
11,58.5
12,27.09
13,35.87
14,31.95
15,50.3
16,39.27
17,17.44
18,9.25
19,28.07
20,33.29
21,28.76
22,49.88
23,28.87
24,23.27
25,29.83
26,46.27
27,13.76
28,19.7
29,15.37
30,46.33
31,54.78
32,19.89
33,24.47
34,46.56
35,8.64
36,29.78
37,46.34
38,45.43
39,16.11
40,20.7
41,23.99
42,19.45
43,20.22
44,10.54
45,14.15
46,43.33
47,8.72
48,37.52
49,55.93
50,43.56
51,30.08
52,26.29
53,22.38
54,47.75
55,22.17
56,31.38
57,24.23
58,21.12
59,19.06
60,22.8
61,19.12
62,14.86
63,20.09
64,9.39
65,51.03
66,31.03
67,40.27
68,34.88
69,18.08
70,25.94
71,57.53
72,36.97
73,29.98
74,38.65
75,51.39
76,30.21
77,50.17
78,46.39
79,43.17
80,12.97
81,44.62
82,36.92
83,27.01
84,13.88
85,17.36
86,33.9
87,50.55
88,26.95
89,14.9
