task,cost
0,40.46
1,14.37
2,34.89
3,56.93
4,15.49
5,16.18
6,29.87
7,30.98
8,21.41
9,23.12
10,20.2
11,41.48
12,38.16
13,32.16
14,12.49
15,46.95
16,15.21
17,18.68
18,45.47
19,20.58
20,25.8
21,28.63
22,32.69
23,41.69
24,17.27
25,33.14
26,22.16
27,31.57
28,24.52
29,9.5
30,24.25
31,25.96
32,52.48
33,30.85
34,13.52
35,10.53
36,25.64
37,29.91
38,20.31
39,36.79
40,15.53
41,27.11
42,59.52
43,14.37
44,54.59
45,51.43
46,44.94
47,40.71
48,37.7
49,47.8
50,12.62
51,33.13
52,8.35
53,29.36
54,22.31
55,14.18
56,26.61
57,30.89
58,24.88
59,41.7
60,23.99
61,24.12
62,23.35
63,53.33
64,17.78
65,18.98
66,26.43
67,57.1
68,15.56
69,33.5
70,33.72
71,44.65
72,34.78
73,20.24
74,40.65
75,14.92
76,12.76
77,17.37
78,34.64
79,15.16
