task,cost
0,24.38
1,28.9
2,43.31
3,32.04
4,14.97
5,52.22
6,15.23
7,33.97
8,27.81
9,43.67
10,32.29
11,16.49
12,11.94
13,39.42
14,28.79
15,31.29
16,31.79
17,19.99
18,17.13
19,23.54
20,61.47
21,25.35
22,38.15
23,32.99
24,20.32
25,37.56
26,16.48
27,16.0
28,40.63
29,39.99
30,15.85
31,17.46
32,41.29
33,14.15
34,42.38
35,43.85
36,33.85
37,16.78
38,23.04
39,27.08
40,32.64
41,46.6
42,35.03
43,43.78
44,8.92
45,15.05
46,17.66
47,38.36
48,11.71
49,20.08
50,42.31
51,36.3
52,16.28
53,38.09
54,32.96
55,11.53
56,36.62
57,33.18
58,14.03
59,9.33
60,47.14
61,29.03
62,38.21
63,46.74
64,41.88
65,15.54
66,38.57
67,34.5
68,20.18
69,29.27
