task,cost
0,48.97
1,39.61
2,50.49
3,32.87
4,43.54
5,19.59
6,25.95
7,24.02
8,13.76
9,34.46
10,46.06
11,21.68
12,26.8
13,20.15
14,52.1
15,32.78
16,22.4
17,23.26
18,40.9
19,27.58
20,40.68
21,29.5
22,47.86
23,35.87
24,22.37
25,31.65
26,29.78
27,25.52
28,37.34
29,41.23
30,39.95
31,33.11
32,12.01
33,56.05
34,15.85
35,41.14
36,15.94
37,17.77
38,31.66
39,17.53
40,17.11
41,27.54
42,34.32
43,15.98
44,13.76
45,43.46
46,15.32
47,11.79
48,23.28
49,23.43
50,41.94
51,9.01
52,22.8
53,18.95
54,7.58
55,37.25
56,19.52
57,36.98
58,52.35
59,41.23
60,21.9
61,31.63
62,23.97
63,31.44
64,12.88
65,23.47
66,35.62
67,36.8
68,13.27
69,27.65
70,10.15
71,15.14
72,37.73
73,28.69
74,29.92
75,37.92
76,57.49
77,19.65
78,10.83
79,34.61
80,18.19
81,28.65
82,39.21
83,27.85
84,38.63
85,44.56
86,20.88
87,19.18
88,9.25
89,22.16
