src,dst,comm
0,36,7
0,22,8
0,25,7
1,43,6
2,13,7
2,26,10
3,24,3
4,48,1
5,25,7
6,37,1
7,45,1
8,42,2
8,17,7
9,36,10
9,38,6
9,25,5
10,15,8
10,17,7
10,28,5
10,27,6
11,44,10
11,39,9
11,27,8
11,16,4
12,44,8
12,42,6
13,41,1
13,36,10
13,37,8
14,40,10
14,42,4
14,20,7
15,49,5
15,28,5
15,34,8
15,48,5
16,27,10
17,44,6
17,37,1
17,25,5
17,30,10
18,29,10
18,37,5
19,43,1
20,22,8
20,25,10
20,24,8
20,44,5
21,30,2
21,34,9
22,25,5
22,34,6
22,39,6
22,38,9
23,45,3
23,39,6
24,36,7
24,45,2
24,33,7
24,41,1
25,38,3
25,29,5
25,34,4
25,48,6
26,31,7
26,42,10
27,41,9
27,39,2
27,43,5
27,34,5
28,49,3
29,31,9
29,44,6
29,42,5
30,34,8
30,32,7
30,49,2
30,44,7
31,41,8
31,48,6
32,39,8
32,36,9
32,33,5
32,48,3
33,43,9
33,44,9
33,36,5
33,35,3
34,46,1
35,48,10
35,37,7
35,45,7
36,40,9
36,48,3
36,42,3
37,38,10
37,45,8
38,42,10
38,46,5
38,43,3
38,48,7
39,40,9
39,47,9
39,48,2
39,45,2
40,43,4
41,43,10
42,45,6
42,44,1
42,48,9
42,43,6
43,47,10
44,48,3
44,45,1
45,48,2
45,47,9
45,49,5
45,46,4
46,49,3
46,48,5
47,48,8
47,49,2
48,49,4
